User;Название;Жанр;Рейтинг
Миша;Пятый элемент;боевик;8.1
Миша;Скала;боевик;8.9
Миша;Прибытие;фантастика;8.3
Миша;Превосходство;фантастика;8.1
Миша;Назад в будущее;фантастика;9.5
Миша;Звёздные войны;фантастика;7.8
Миша;Интерстеллар;фантастика;8.1
Миша;Марсианин;фантастика;9.4
Миша;Зелёная миля;драма;7.4
Миша;1+1;драма;8.5
Миша;Побег из Шоушенка;драма;9.2
Миша;Достучаться до небес;драма;7.0
Миша;Крёстный отец;криминал;8.9
Миша;Pulp Fiction;криминал;9.4
Миша;Леон;криминал;8.9
Миша;Сопрано;криминал;8.1
Миша;Семь;триллер;7.6
Миша;Профессионал;триллер;8.6
Миша;Престиж;триллер;8.1
Миша;Супербратья;комедия;8.6
Миша;Большой Лебовски;комедия;7.4
Миша;Ведьмак;фэнтези;9.7
Миша;Стражи Галактики;фэнтези;9.2
Миша;Хроники Нарнии;фэнтези;8.1
Роман;Терминатор 2;боевик;8.7
Роман;Миссия невыполнима;боевик;9.0
Роман;Mad Max: Fury Road;боевик;10.0
Роман;Начало;боевик;8.4
Роман;Тёмный рыцарь;боевик;9.5
Роман;Джон Уик;боевик;9.3
Роман;Пятый элемент;боевик;8.0
Роман;Бегущий по лезвию 2049;фантастика;8.4
Роман;Превосходство;фантастика;7.7
Роман;Район 9;фантастика;9.3
Роман;Солярис;фантастика;9.5
Роман;Гравитация;фантастика;9.1
Роман;Интерстеллар;фантастика;8.3
Роман;Марсианин;фантастика;9.2
Роман;Жизнь прекрасна;драма;7.5
Роман;Пианист;драма;7.3
Роман;Pulp Fiction;криминал;9.4
Роман;Сопрано;криминал;8.4
Роман;Профессионал;триллер;9.0
Роман;Игра;триллер;7.8
Роман;Напролом;комедия;7.3
Роман;Хроники Нарнии;фэнтези;8.8
Стас;Терминатор 2;боевик;8.5
Стас;Начало;боевик;8.6
Стас;Миссия невыполнима;боевик;7.9
Стас;Mad Max: Fury Road;боевик;10.0
Стас;Довод;боевик;9.8
Стас;Тёмный рыцарь;боевик;9.2
Стас;Джон Уик;боевик;8.8
Стас;Назад в будущее;фантастика;8.7
Стас;Прибытие;фантастика;8.3
Стас;Звёздные войны;фантастика;8.0
Стас;Солярис;фантастика;9.6
Стас;Бегущий по лезвию 2049;фантастика;8.6
Стас;Гравитация;фантастика;9.0
Стас;Жизнь прекрасна;драма;7.0
Стас;Побег из Шоушенка;драма;8.6
Стас;Однажды в Америке;криминал;9.1
Стас;Крёстный отец;криминал;9.0
Стас;Исчезнувшая;триллер;7.5
Стас;Игра;триллер;8.1
Стас;Жертва;триллер;8.1
Стас;Супербратья;комедия;8.6
Стас;Большой Лебовски;комедия;7.7
Стас;Хроники Нарнии;фэнтези;8.4
Влад;Тёмный рыцарь;боевик;9.6
Влад;Скала;боевик;9.1
Влад;Пятый элемент;боевик;7.9
Влад;Джон Уик;боевик;9.7
Влад;Матрица;боевик;8.6
Влад;Миссия невыполнима;боевик;8.3
Влад;Превосходство;фантастика;7.9
Влад;Район 9;фантастика;9.4
Влад;Звёздные войны;фантастика;8.3
Влад;Интерстеллар;фантастика;8.6
Влад;Марсианин;фантастика;9.3
Влад;Бегущий по лезвию 2049;фантастика;8.4
Влад;Список Шиндлера;драма;8.5
Влад;1+1;драма;8.5
Влад;Pulp Fiction;криминал;8.9
Влад;Однажды в Америке;криминал;9.3
Влад;Леон;криминал;9.0
Влад;Город грехов;криминал;7.8
Влад;Жертва;триллер;8.1
Влад;Бойцовский клуб;триллер;9.1
Влад;Большой Лебовски;комедия;7.4
Влад;Маска;комедия;9.1
Влад;День сурка;комедия;8.3
Влад;Стражи Галактики;фэнтези;8.7
Влад;Ведьмак;фэнтези;9.5
Влад;Гарри Поттер;фэнтези;7.6
Федор;Терминатор 2;боевик;8.3
Федор;Довод;боевик;9.9
Федор;Mad Max: Fury Road;боевик;10.0
Федор;Начало;боевик;7.9
Федор;Джон Уик;боевик;9.4
Федор;Матрица;боевик;8.5
Федор;Пятый элемент;боевик;8.5
Федор;Назад в будущее;фантастика;9.1
Федор;Интерстеллар;фантастика;8.4
Федор;Район 9;фантастика;9.2
Федор;Марсианин;фантастика;9.2
Федор;Бегущий по лезвию 2049;фантастика;8.5
Федор;Солярис;фантастика;10.0
Федор;Гравитация;фантастика;9.3
Федор;Зелёная миля;драма;7.4
Федор;Амели;драма;9.0
Федор;Джокер;драма;8.8
Федор;Список Шиндлера;драма;8.0
Федор;Леон;криминал;8.7
Федор;Pulp Fiction;криминал;9.7
Федор;Отступники;криминал;8.4
Федор;Молчание ягнят;триллер;7.9
Федор;Игра;триллер;8.2
Федор;Исчезнувшая;триллер;7.7
Федор;Один дома;комедия;7.9
Федор;День сурка;комедия;8.6
Федор;Всё везде и сразу;комедия;8.1
Федор;Гарри Поттер;фэнтези;8.1
Федор;Доктор Стрэндж;фэнтези;9.1
Денис;Начало;боевик;7.9
Денис;Пятый элемент;боевик;8.2
Денис;Матрица;боевик;8.5
Денис;Миссия невыполнима;боевик;8.2
Денис;Mad Max: Fury Road;боевик;9.9
Денис;Довод;боевик;9.9
Денис;Скала;боевик;9.1
Денис;Прибытие;фантастика;9.0
Денис;Марсианин;фантастика;9.5
Денис;Район 9;фантастика;9.6
Денис;Звёздные войны;фантастика;8.0
Денис;Интерстеллар;фантастика;8.2
Денис;Гравитация;фантастика;8.5
Денис;Превосходство;фантастика;8.0
Денис;Побег из Шоушенка;драма;8.9
Денис;1+1;драма;8.2
Денис;Пианист;драма;7.3
Денис;Город грехов;криминал;8.1
Денис;Goodfellas;криминал;8.1
Денис;Игра;триллер;7.9
Денис;Профессионал;триллер;8.7
Денис;Мементо;триллер;7.3
Денис;Исчезнувшая;триллер;7.8
Денис;Большой Лебовски;комедия;7.6
Денис;Ведьмак;фэнтези;9.3
Тимур;Джон Уик;боевик;9.3
Тимур;Скала;боевик;8.6
Тимур;Матрица;боевик;8.9
Тимур;Терминатор 2;боевик;8.4
Тимур;Начало;боевик;8.0
Тимур;Тёмный рыцарь;боевик;9.6
Тимур;Гравитация;фантастика;8.9
Тимур;Интерстеллар;фантастика;7.9
Тимур;Превосходство;фантастика;7.9
Тимур;Назад в будущее;фантастика;9.2
Тимур;Район 9;фантастика;9.3
Тимур;Бегущий по лезвию 2049;фантастика;9.1
Тимур;Солярис;фантастика;9.5
Тимур;Амели;драма;8.6
Тимур;Жизнь прекрасна;драма;6.7
Тимур;Форрест Гамп;драма;7.3
Тимур;Goodfellas;криминал;8.8
Тимур;Сопрано;криминал;8.8
Тимур;Бойцовский клуб;триллер;8.8
Тимур;Молчание ягнят;триллер;8.2
Тимур;Остров проклятых;триллер;7.7
Тимур;Маска;комедия;8.8
Тимур;Однажды в Голливуде;комедия;8.2
Тимур;Гарри Поттер;фэнтези;8.0
Ольга;Тёмный рыцарь;боевик;8.0
Ольга;Миссия невыполнима;боевик;6.7
Ольга;Терминатор 2;боевик;7.1
Ольга;Район 9;фантастика;8.3
Ольга;Гравитация;фантастика;8.0
Ольга;Зелёная миля;драма;8.5
Ольга;1+1;драма;9.3
Ольга;Побег из Шоушенка;драма;10.0
Ольга;Пианист;драма;8.7
Ольга;Список Шиндлера;драма;9.6
Ольга;Амели;драма;9.5
Ольга;Форрест Гамп;драма;8.6
Ольга;Леон;криминал;9.2
Ольга;Город грехов;криминал;8.3
Ольга;Отступники;криминал;8.6
Ольга;Во все тяжкие;криминал;9.0
Ольга;Место преступления;криминал;9.4
Ольга;Pulp Fiction;криминал;9.8
Ольга;Goodfellas;криминал;8.8
Ольга;Семь;триллер;7.8
Ольга;Исчезнувшая;триллер;7.0
Ольга;Всё везде и сразу;комедия;8.9
Ольга;Гарри Поттер;фэнтези;8.1
Мария;Mad Max: Fury Road;боевик;8.8
Мария;Джон Уик;боевик;8.5
Мария;Скала;боевик;7.7
Мария;Терминатор 2;боевик;7.1
Мария;Солярис;фантастика;8.8
Мария;Назад в будущее;фантастика;8.6
Мария;Бегущий по лезвию 2049;фантастика;7.6
Мария;Марсианин;фантастика;8.5
Мария;Джокер;драма;9.7
Мария;Побег из Шоушенка;драма;9.5
Мария;Жизнь прекрасна;драма;8.6
Мария;Амели;драма;10.0
Мария;1+1;драма;9.1
Мария;Пианист;драма;9.0
Мария;Отступники;криминал;8.9
Мария;Однажды в Америке;криминал;9.5
Мария;Леон;криминал;9.8
Мария;Сопрано;криминал;9.1
Мария;Goodfellas;криминал;8.7
Мария;Город грехов;криминал;8.5
Мария;Семь;триллер;7.3
Мария;Исчезнувшая;триллер;7.6
Мария;Профессионал;триллер;8.8
Мария;Напролом;комедия;7.7
Мария;Однажды в Голливуде;комедия;8.1
Мария;Маска;комедия;9.5
Мария;Хроники Нарнии;фэнтези;9.0
Мария;Доктор Стрэндж;фэнтези;9.5
Мария;Гарри Поттер;фэнтези;7.8
Анна;Mad Max: Fury Road;боевик;8.8
Анна;Пятый элемент;боевик;7.0
Анна;Звёздные войны;фантастика;6.9
Анна;Марсианин;фантастика;8.8
Анна;Бегущий по лезвию 2049;фантастика;7.7
Анна;Солярис;фантастика;8.9
Анна;Джокер;драма;10.0
Анна;1+1;драма;10.0
Анна;Зелёная миля;драма;8.5
Анна;Достучаться до небес;драма;8.1
Анна;Амели;драма;10.0
Анна;Пианист;драма;8.9
Анна;Во все тяжкие;криминал;9.0
Анна;Сопрано;криминал;8.5
Анна;Место преступления;криминал;9.7
Анна;Отступники;криминал;8.4
Анна;Леон;криминал;9.6
Анна;Город грехов;криминал;8.2
Анна;Pulp Fiction;криминал;9.7
Анна;Молчание ягнят;триллер;7.4
Анна;Семь;триллер;7.5
Анна;Исчезнувшая;триллер;8.0
Анна;Игра;триллер;7.6
Анна;День сурка;комедия;9.2
Анна;Один дома;комедия;8.3
Анна;Большой Лебовски;комедия;8.0
Анна;Хроники Нарнии;фэнтези;8.4
Анна;Гарри Поттер;фэнтези;8.1
Анна;Тор;фэнтези;9.2
Наташа;Тёмный рыцарь;боевик;8.5
Наташа;Пятый элемент;боевик;6.7
Наташа;Район 9;фантастика;8.1
Наташа;Назад в будущее;фантастика;8.0
Наташа;Жизнь прекрасна;драма;7.9
Наташа;Зелёная миля;драма;8.6
Наташа;1+1;драма;9.8
Наташа;Амели;драма;9.9
Наташа;Достучаться до небес;драма;8.3
Наташа;Список Шиндлера;драма;9.6
Наташа;Джокер;драма;10.0
Наташа;Леон;криминал;9.5
Наташа;Однажды в Америке;криминал;9.7
Наташа;Pulp Fiction;криминал;9.8
Наташа;Сопрано;криминал;9.0
Наташа;Отступники;криминал;8.7
Наташа;Город грехов;криминал;8.6
Наташа;Бойцовский клуб;триллер;9.0
Наташа;Профессионал;триллер;8.3
Наташа;Престиж;триллер;7.8
Наташа;Супербратья;комедия;9.3
Наташа;Доктор Стрэндж;фэнтези;9.1
Лена;Скала;боевик;7.7
Лена;Пятый элемент;боевик;6.9
Лена;Джон Уик;боевик;8.5
Лена;Mad Max: Fury Road;боевик;8.8
Лена;Превосходство;фантастика;6.9
Лена;Солярис;фантастика;8.5
Лена;Бегущий по лезвию 2049;фантастика;7.4
Лена;Форрест Гамп;драма;8.8
Лена;Достучаться до небес;драма;8.4
Лена;Амели;драма;9.8
Лена;1+1;драма;9.2
Лена;Список Шиндлера;драма;9.3
Лена;Жизнь прекрасна;драма;8.5
Лена;Зелёная миля;драма;8.6
Лена;Город грехов;криминал;9.0
Лена;Во все тяжкие;криминал;8.6
Лена;Леон;криминал;9.2
Лена;Отступники;криминал;8.8
Лена;Goodfellas;криминал;8.8
Лена;Место преступления;криминал;9.2
Лена;Остров проклятых;триллер;7.4
Лена;Жертва;триллер;8.2
Лена;Семь;триллер;7.8
Лена;Однажды в Голливуде;комедия;8.2
Лена;Тор;фэнтези;9.3
Вера;Матрица;боевик;7.3
Вера;Терминатор 2;боевик;7.7
Вера;Начало;боевик;6.9
Вера;Скала;боевик;8.0
Вера;Гравитация;фантастика;8.5
Вера;Солярис;фантастика;8.8
Вера;Район 9;фантастика;8.6
Вера;Побег из Шоушенка;драма;9.7
Вера;Зелёная миля;драма;8.2
Вера;Жизнь прекрасна;драма;8.4
Вера;Амели;драма;9.8
Вера;Джокер;драма;10.0
Вера;1+1;драма;9.7
Вера;Достучаться до небес;драма;8.5
Вера;Крёстный отец;криминал;9.2
Вера;Отступники;криминал;9.0
Вера;Город грехов;криминал;8.3
Вера;Однажды в Америке;криминал;9.5
Вера;Pulp Fiction;криминал;9.9
Вера;Место преступления;криминал;9.6
Вера;Леон;криминал;9.3
Вера;Престиж;триллер;7.8
Вера;Исчезнувшая;триллер;7.4
Вера;Мементо;триллер;7.4
Вера;Один дома;комедия;8.3
Вера;Маска;комедия;9.5
Вера;Тор;фэнтези;9.6
Вера;Стражи Галактики;фэнтези;8.8
Даша;Миссия невыполнима;боевик;7.2
Даша;Матрица;боевик;7.6
Даша;Солярис;фантастика;9.0
Даша;Интерстеллар;фантастика;7.8
Даша;Бегущий по лезвию 2049;фантастика;7.7
Даша;Марсианин;фантастика;8.5
Даша;Список Шиндлера;драма;9.5
Даша;Жизнь прекрасна;драма;7.9
Даша;Форрест Гамп;драма;8.5
Даша;Амели;драма;10.0
Даша;Зелёная миля;драма;8.4
Даша;1+1;драма;9.5
Даша;Город грехов;криминал;8.6
Даша;Однажды в Америке;криминал;9.4
Даша;Отступники;криминал;9.0
Даша;Леон;криминал;9.8
Даша;Pulp Fiction;криминал;9.6
Даша;Goodfellas;криминал;8.7
Даша;Мементо;триллер;7.6
Даша;Исчезнувшая;триллер;7.6
Даша;Жертва;триллер;8.1
Даша;Большой Лебовски;комедия;8.0
Даша;Маска;комедия;9.3
Даша;Властелин колец;фэнтези;8.4
Рита;Терминатор 2;боевик;7.1
Рита;Начало;боевик;7.0
Рита;Тёмный рыцарь;боевик;8.7
Рита;Прибытие;фантастика;7.2
Рита;Превосходство;фантастика;6.6
Рита;1+1;драма;9.8
Рита;Форрест Гамп;драма;8.8
Рита;Зелёная миля;драма;8.6
Рита;Список Шиндлера;драма;9.9
Рита;Достучаться до небес;драма;8.4
Рита;Побег из Шоушенка;драма;10.0
Рита;Во все тяжкие;криминал;9.1
Рита;Город грехов;криминал;8.8
Рита;Отступники;криминал;9.1
Рита;Леон;криминал;9.7
Рита;Место преступления;криминал;9.9
Рита;Сопрано;криминал;9.0
Рита;Семь;триллер;7.4
Рита;Молчание ягнят;триллер;7.8
Рита;Исчезнувшая;триллер;7.8
Рита;Бойцовский клуб;триллер;8.9
Рита;Один дома;комедия;8.2
Рита;Однажды в Голливуде;комедия;8.6
Рита;Всё везде и сразу;комедия;8.9
Рита;Тор;фэнтези;9.7
Рита;Хоббит;фэнтези;8.8
Рита;Стражи Галактики;фэнтези;9.0
Аня;Начало;боевик;6.9
Аня;Терминатор 2;боевик;7.3
Аня;Марсианин;фантастика;8.3
Аня;Назад в будущее;фантастика;8.0
Аня;Пианист;драма;8.8
Аня;Амели;драма;10.0
Аня;Жизнь прекрасна;драма;8.6
Аня;1+1;драма;8.7
Аня;Форрест Гамп;драма;8.8
Аня;Побег из Шоушенка;драма;9.9
Аня;Крёстный отец;криминал;9.4
Аня;Однажды в Америке;криминал;9.5
Аня;Во все тяжкие;криминал;9.2
Аня;Сопрано;криминал;9.1
Аня;Pulp Fiction;криминал;9.4
Аня;Goodfellas;криминал;8.9
Аня;Отступники;криминал;8.9
Аня;Молчание ягнят;триллер;7.9
Аня;Мементо;триллер;7.7
Аня;Жертва;триллер;8.2
Аня;Остров проклятых;триллер;8.0
Аня;Всё везде и сразу;комедия;9.3
Аня;Супербратья;комедия;9.3
Аня;Напролом;комедия;8.2
Аня;Доктор Стрэндж;фэнтези;9.4
Аня;Хоббит;фэнтези;8.5
Ксюша;Пятый элемент;боевик;6.8
Ксюша;Довод;боевик;8.4
Ксюша;Джон Уик;боевик;7.9
Ксюша;Mad Max: Fury Road;боевик;8.2
Ксюша;Назад в будущее;фантастика;8.0
Ксюша;Марсианин;фантастика;8.6
Ксюша;Зелёная миля;драма;8.2
Ксюша;Достучаться до небес;драма;8.1
Ксюша;Жизнь прекрасна;драма;8.7
Ксюша;Форрест Гамп;драма;8.8
Ксюша;Побег из Шоушенка;драма;9.5
Ксюша;1+1;драма;9.2
Ксюша;Амели;драма;9.8
Ксюша;Во все тяжкие;криминал;9.5
Ксюша;Pulp Fiction;криминал;9.8
Ксюша;Отступники;криминал;9.3
Ксюша;Однажды в Америке;криминал;9.4
Ксюша;Goodfellas;криминал;9.1
Ксюша;Сопрано;криминал;9.3
Ксюша;Жертва;триллер;8.2
Ксюша;Исчезнувшая;триллер;7.7
Ксюша;Бойцовский клуб;триллер;9.1
Ксюша;Маска;комедия;9.9
Ксюша;Один дома;комедия;8.1
Ксюша;Большой Лебовски;комедия;8.0
Ксюша;Тор;фэнтези;9.3
Ксюша;Хоббит;фэнтези;9.2
Ксюша;Хроники Нарнии;фэнтези;8.9
Катя;Миссия невыполнима;боевик;7.0
Катя;Пятый элемент;боевик;6.8
Катя;Интерстеллар;фантастика;7.4
Катя;Назад в будущее;фантастика;8.6
Катя;Марсианин;фантастика;8.9
Катя;Жизнь прекрасна;драма;7.2
Катя;Зелёная миля;драма;8.0
Катя;Сопрано;криминал;8.4
Катя;Отступники;криминал;8.3
Катя;Во все тяжкие;криминал;8.5
Катя;Профессионал;триллер;8.2
Катя;Остров проклятых;триллер;8.0
Катя;Мементо;триллер;7.2
Катя;Жертва;триллер;7.9
Катя;День сурка;комедия;9.2
Катя;Супербратья;комедия;9.9
Катя;Маска;комедия;10.0
Катя;Однажды в Голливуде;комедия;8.2
Катя;Всё везде и сразу;комедия;9.3
Катя;Хоббит;фэнтези;9.0
Катя;Властелин колец;фэнтези;8.3
Катя;Стражи Галактики;фэнтези;9.4
Катя;Гарри Поттер;фэнтези;8.8
Катя;Ведьмак;фэнтези;9.9
Юля;Скала;боевик;7.8
Юля;Матрица;боевик;7.1
Юля;Прибытие;фантастика;8.1
Юля;Район 9;фантастика;8.5
Юля;1+1;драма;9.2
Юля;Амели;драма;9.5
Юля;Джокер;драма;9.8
Юля;Pulp Fiction;криминал;8.9
Юля;Город грехов;криминал;7.7
Юля;Остров проклятых;триллер;7.6
Юля;Молчание ягнят;триллер;7.6
Юля;Один дома;комедия;8.5
Юля;День сурка;комедия;9.6
Юля;Всё везде и сразу;комедия;9.1
Юля;Большой Лебовски;комедия;8.9
Юля;Однажды в Голливуде;комедия;8.7
Юля;Властелин колец;фэнтези;8.2
Юля;Хроники Нарнии;фэнтези;9.4
Юля;Ведьмак;фэнтези;10.0
Юля;Гарри Поттер;фэнтези;8.9
Соня;Миссия невыполнима;боевик;7.1
Соня;Начало;боевик;7.2
Соня;Тёмный рыцарь;боевик;8.4
Соня;Довод;боевик;8.8
Соня;Район 9;фантастика;8.5
Соня;Превосходство;фантастика;7.3
Соня;Солярис;фантастика;9.0
Соня;Форрест Гамп;драма;8.3
Соня;Побег из Шоушенка;драма;9.4
Соня;Джокер;драма;9.9
Соня;Леон;криминал;8.7
Соня;Сопрано;криминал;8.1
Соня;Однажды в Америке;криминал;8.9
Соня;Семь;триллер;7.3
Соня;Бойцовский клуб;триллер;8.6
Соня;Молчание ягнят;триллер;7.5
Соня;Всё везде и сразу;комедия;9.0
Соня;Один дома;комедия;9.0
Соня;Большой Лебовски;комедия;8.0
Соня;Напролом;комедия;8.1
Соня;Хоббит;фэнтези;9.7
Соня;Тор;фэнтези;10.0
Соня;Хроники Нарнии;фэнтези;9.2
Соня;Доктор Стрэндж;фэнтези;9.7
Соня;Стражи Галактики;фэнтези;8.9
Поля;Довод;боевик;9.0
Поля;Mad Max: Fury Road;боевик;9.1
Поля;Пятый элемент;боевик;7.2
Поля;Превосходство;фантастика;7.5
Поля;Интерстеллар;фантастика;7.8
Поля;Назад в будущее;фантастика;8.2
Поля;Бегущий по лезвию 2049;фантастика;7.5
Поля;Зелёная миля;драма;7.4
Поля;Джокер;драма;9.9
Поля;Леон;криминал;8.3
Поля;Goodfellas;криминал;8.1
Поля;Pulp Fiction;криминал;8.8
Поля;Сопрано;криминал;8.1
Поля;Семь;триллер;6.8
Поля;Молчание ягнят;триллер;7.5
Поля;Бойцовский клуб;триллер;8.4
Поля;Престиж;триллер;7.7
Поля;Супербратья;комедия;10.0
Поля;Однажды в Голливуде;комедия;8.6
Поля;Один дома;комедия;9.0
Поля;Большой Лебовски;комедия;8.6
Поля;Напролом;комедия;8.3
Поля;Доктор Стрэндж;фэнтези;9.7
Поля;Властелин колец;фэнтези;8.0
Поля;Стражи Галактики;фэнтези;9.5
Поля;Гарри Поттер;фэнтези;8.9
Поля;Ведьмак;фэнтези;10.0
Нина;Пятый элемент;боевик;7.2
Нина;Терминатор 2;боевик;7.2
Нина;Mad Max: Fury Road;боевик;9.0
Нина;Тёмный рыцарь;боевик;8.1
Нина;Прибытие;фантастика;7.7
Нина;Звёздные войны;фантастика;8.0
Нина;Марсианин;фантастика;8.3
Нина;Бегущий по лезвию 2049;фантастика;8.3
Нина;Список Шиндлера;драма;9.2
Нина;Побег из Шоушенка;драма;9.4
Нина;Город грехов;криминал;8.1
Нина;Сопрано;криминал;8.1
Нина;Семь;триллер;6.8
Нина;Игра;триллер;7.3
Нина;Исчезнувшая;триллер;7.1
Нина;Всё везде и сразу;комедия;9.2
Нина;Супербратья;комедия;9.9
Нина;Напролом;комедия;8.3
Нина;Маска;комедия;10.0
Нина;День сурка;комедия;9.7
Нина;Властелин колец;фэнтези;8.2
Нина;Хоббит;фэнтези;9.4
Нина;Стражи Галактики;фэнтези;9.3
Нина;Ведьмак;фэнтези;9.8
Алина;Довод;боевик;8.2
Алина;Тёмный рыцарь;боевик;8.3
Алина;Начало;боевик;7.2
Алина;Миссия невыполнима;боевик;6.8
Алина;Превосходство;фантастика;7.5
Алина;Интерстеллар;фантастика;8.2
Алина;Марсианин;фантастика;8.7
Алина;Район 9;фантастика;8.6
Алина;Форрест Гамп;драма;8.5
Алина;Достучаться до небес;драма;7.3
Алина;Во все тяжкие;криминал;8.1
Алина;Город грехов;криминал;7.1
Алина;Goodfellas;криминал;8.7
Алина;Место преступления;криминал;9.0
Алина;Игра;триллер;7.6
Алина;Семь;триллер;7.2
Алина;Жертва;триллер;7.9
Алина;Напролом;комедия;8.6
Алина;Однажды в Голливуде;комедия;8.5
Алина;Супербратья;комедия;9.6
Алина;Один дома;комедия;8.9
Алина;Большой Лебовски;комедия;8.9
Алина;Тор;фэнтези;10.0
Алина;Стражи Галактики;фэнтези;9.7
Алина;Хоббит;фэнтези;9.0
Алина;Ведьмак;фэнтези;9.9
Алина;Доктор Стрэндж;фэнтези;9.5
Света;Тёмный рыцарь;боевик;8.3
Света;Миссия невыполнима;боевик;7.1
Света;Начало;боевик;6.5
Света;Матрица;боевик;7.2
Света;Гравитация;фантастика;8.4
Света;Назад в будущее;фантастика;8.9
Света;Бегущий по лезвию 2049;фантастика;8.1
Света;Побег из Шоушенка;драма;9.3
Света;Амели;драма;9.2
Света;Достучаться до небес;драма;7.7
Света;Зелёная миля;драма;7.8
Света;Pulp Fiction;криминал;9.3
Света;Место преступления;криминал;8.6
Света;Жертва;триллер;7.6
Света;Игра;триллер;7.4
Света;Профессионал;триллер;7.9
Света;Маска;комедия;10.0
Света;Однажды в Голливуде;комедия;8.1
Света;Всё везде и сразу;комедия;9.5
Света;Большой Лебовски;комедия;8.4
Света;Доктор Стрэндж;фэнтези;9.7
Света;Стражи Галактики;фэнтези;9.2
Света;Хоббит;фэнтези;9.4
Света;Властелин колец;фэнтези;8.1
Света;Хроники Нарнии;фэнтези;8.9
Оля;Пятый элемент;боевик;7.2
Оля;Терминатор 2;боевик;6.8
Оля;Матрица;боевик;7.6
Оля;Миссия невыполнима;боевик;7.1
Оля;Интерстеллар;фантастика;8.1
Оля;Солярис;фантастика;9.1
Оля;Бегущий по лезвию 2049;фантастика;8.0
Оля;Превосходство;фантастика;7.5
Оля;Список Шиндлера;драма;9.5
Оля;Достучаться до небес;драма;7.6
Оля;Goodfellas;криминал;8.0
Оля;Во все тяжкие;криминал;8.6
Оля;Исчезнувшая;триллер;7.2
Оля;Профессионал;триллер;8.0
Оля;Жертва;триллер;7.8
Оля;Престиж;триллер;7.6
Оля;Супербратья;комедия;10.0
Оля;Большой Лебовски;комедия;8.6
Оля;Маска;комедия;10.0
Оля;Всё везде и сразу;комедия;9.4
Оля;Напролом;комедия;8.8
Оля;Хоббит;фэнтези;9.8
Оля;Хроники Нарнии;фэнтези;9.2
Оля;Тор;фэнтези;9.9
Оля;Гарри Поттер;фэнтези;9.0
